player_name,type,matches,events
Santoro,ErrorEvent,3,47
Santoro,DoubleEvent,3,8
Santoro,AceEvent,3,28
Wawrinka,WinEvent,3,108
Wawrinka,ErrorEvent,3,91
Wawrinka,DoubleEvent,3,8
Wawrinka,AceEvent,3,39
Hewitt,WinEvent,3,136
Hewitt,ErrorEvent,3,112
Hewitt,DoubleEvent,3,22
Hewitt,AceEvent,3,49
Chela,WinEvent,3,95
Chela,ErrorEvent,3,97
Chela,DoubleEvent,3,7
Chela,AceEvent,3,11
Udomchoke,WinEvent,3,101
Udomchoke,ErrorEvent,3,122
Udomchoke,DoubleEvent,3,23
Udomchoke,AceEvent,3,11
Safin,WinEvent,3,146
Safin,ErrorEvent,3,144
Safin,DoubleEvent,3,10
Safin,AceEvent,3,54
Arthurs,WinEvent,3,114
Arthurs,ErrorEvent,3,81
Arthurs,DoubleEvent,3,19
Arthurs,AceEvent,3,45
Stepanek,WinEvent,3,154
Stepanek,ErrorEvent,3,138
Stepanek,DoubleEvent,3,10
Stepanek,AceEvent,3,40
Hrbaty,WinEvent,3,114
Hrbaty,ErrorEvent,3,148
Hrbaty,DoubleEvent,3,15
Hrbaty,AceEvent,3,13
Monfils,WinEvent,3,118
Monfils,ErrorEvent,3,113
Monfils,DoubleEvent,3,8
Monfils,AceEvent,3,45
Youzhny,WinEvent,2,67
Youzhny,ErrorEvent,2,55
Youzhny,DoubleEvent,2,7
Youzhny,AceEvent,2,15
Querrey,WinEvent,3,140
Querrey,ErrorEvent,3,99
Querrey,DoubleEvent,3,9
Querrey,AceEvent,3,45
Bozoljac,WinEvent,2,59
Bozoljac,ErrorEvent,2,54
Bozoljac,DoubleEvent,2,11
Bozoljac,AceEvent,2,22
Rochus,WinEvent,2,110
Rochus,ErrorEvent,2,64
Rochus,DoubleEvent,2,13
Rochus,AceEvent,2,10
Dancevic,WinEvent,2,95
Dancevic,ErrorEvent,2,61
Dancevic,DoubleEvent,2,9
Dancevic,AceEvent,2,41
Clement,WinEvent,2,61
Clement,ErrorEvent,2,56
Clement,DoubleEvent,2,3
Clement,AceEvent,2,12
Nieminen,WinEvent,2,94
Nieminen,ErrorEvent,2,85
Nieminen,DoubleEvent,2,12
Nieminen,AceEvent,2,13
Kohlschreiber,WinEvent,2,103
Kohlschreiber,ErrorEvent,2,96
Kohlschreiber,DoubleEvent,2,6
Kohlschreiber,AceEvent,2,19
Zverev,WinEvent,2,93
Zverev,ErrorEvent,2,45
Zverev,DoubleEvent,2,7
Zverev,AceEvent,2,25
Mirnyi,WinEvent,2,107
Mirnyi,ErrorEvent,2,28
Mirnyi,DoubleEvent,2,7
Mirnyi,AceEvent,2,32
Muller,WinEvent,2,81
Muller,ErrorEvent,2,72
Muller,DoubleEvent,2,5
Muller,AceEvent,2,39
Lapentti,WinEvent,2,45
Lapentti,ErrorEvent,2,46
Lapentti,DoubleEvent,2,4
Lapentti,AceEvent,2,7
Seppi,WinEvent,2,118
Seppi,ErrorEvent,2,149
Seppi,DoubleEvent,2,13
Seppi,AceEvent,2,29
Kuznetsov,WinEvent,2,112
Kuznetsov,ErrorEvent,2,103
Kuznetsov,DoubleEvent,2,9
Kuznetsov,AceEvent,2,35
Potro,WinEvent,2,87
Potro,ErrorEvent,2,73
Potro,DoubleEvent,2,8
Potro,AceEvent,2,11
Verdasco,WinEvent,2,97
Verdasco,ErrorEvent,2,110
Verdasco,DoubleEvent,2,9
Verdasco,AceEvent,2,24
Capdeville,WinEvent,2,70
Capdeville,ErrorEvent,2,76
Capdeville,DoubleEvent,2,9
Capdeville,AceEvent,2,19
Smeets,WinEvent,2,64
Smeets,ErrorEvent,2,74
Smeets,DoubleEvent,2,11
Smeets,AceEvent,2,25
Dlouhy,WinEvent,2,161
Dlouhy,ErrorEvent,2,126
Dlouhy,DoubleEvent,2,11
Dlouhy,AceEvent,2,29
Baghdatis,WinEvent,2,61
Baghdatis,ErrorEvent,2,91
Baghdatis,DoubleEvent,2,9
Baghdatis,AceEvent,2,17
Lopez,WinEvent,2,94
Lopez,ErrorEvent,2,66
Lopez,DoubleEvent,2,8
Lopez,AceEvent,2,24
Johansson,WinEvent,2,70
Johansson,ErrorEvent,2,105
Johansson,DoubleEvent,2,9
Johansson,AceEvent,2,22
Lu,WinEvent,2,60
Lu,ErrorEvent,2,55
Lu,DoubleEvent,2,12
Lu,AceEvent,2,9
Melzer,WinEvent,2,44
Melzer,ErrorEvent,2,43
Melzer,DoubleEvent,2,8
Melzer,AceEvent,2,2
Mahut,WinEvent,2,97
Mahut,ErrorEvent,2,79
Mahut,DoubleEvent,2,15
Mahut,AceEvent,2,18
Gicquel,WinEvent,2,88
Gicquel,ErrorEvent,2,68
Gicquel,DoubleEvent,2,6
Gicquel,AceEvent,2,24
Fleishman,WinEvent,2,91
Fleishman,ErrorEvent,2,63
Fleishman,DoubleEvent,2,16
Fleishman,AceEvent,2,21
Garcia-Lopez,WinEvent,2,28
Garcia-Lopez,ErrorEvent,2,48
Garcia-Lopez,DoubleEvent,2,3
Garcia-Lopez,AceEvent,2,2
Bjorkman,WinEvent,2,73
Bjorkman,ErrorEvent,2,67
Bjorkman,DoubleEvent,2,8
Bjorkman,AceEvent,2,5
Sela,WinEvent,2,56
Sela,ErrorEvent,2,63
Sela,DoubleEvent,2,12
Sela,AceEvent,2,1
Spadea,WinEvent,2,59
Spadea,ErrorEvent,2,75
Spadea,DoubleEvent,2,8
Spadea,AceEvent,2,7
Delic,WinEvent,2,40
Delic,ErrorEvent,2,62
Delic,DoubleEvent,2,4
Delic,AceEvent,2,13
Serra,WinEvent,2,65
Serra,ErrorEvent,2,70
Serra,DoubleEvent,2,4
Serra,AceEvent,2,9
Ferrero,WinEvent,2,60
Ferrero,ErrorEvent,2,58
Ferrero,DoubleEvent,2,4
Ferrero,AceEvent,2,10
Luczak,WinEvent,1,34
Luczak,ErrorEvent,1,35
Luczak,DoubleEvent,1,1
Luczak,AceEvent,1,13
Moya,WinEvent,1,25
Moya,ErrorEvent,1,26
Moya,DoubleEvent,1,1
Moya,AceEvent,1,8
Guccione,WinEvent,1,89
Guccione,ErrorEvent,1,59
Guccione,DoubleEvent,1,3
Guccione,AceEvent,1,45
Mackin,WinEvent,1,22
Mackin,ErrorEvent,1,60
Mackin,DoubleEvent,1,9
Mackin,AceEvent,1,1
Rochus,WinEvent,1,13
Rochus,ErrorEvent,1,25
Rochus,DoubleEvent,1,3
Rochus,AceEvent,1,0
Berrer,WinEvent,1,59
Berrer,ErrorEvent,1,47
Berrer,DoubleEvent,1,15
Berrer,AceEvent,1,10
Martin,WinEvent,1,12
Martin,ErrorEvent,1,41
Martin,DoubleEvent,1,3
Martin,AceEvent,1,1
Korolev,WinEvent,1,56
Korolev,ErrorEvent,1,42
Korolev,DoubleEvent,1,5
Korolev,AceEvent,1,14
Lacko,WinEvent,1,23
Lacko,ErrorEvent,1,35
Lacko,DoubleEvent,1,5
Lacko,AceEvent,1,5
Goldstein,WinEvent,1,52
Goldstein,ErrorEvent,1,51
Goldstein,DoubleEvent,1,5
Goldstein,AceEvent,1,9
Reynolds,WinEvent,1,36
Reynolds,ErrorEvent,1,73
Reynolds,DoubleEvent,1,8
Reynolds,AceEvent,1,21
Vliegen,WinEvent,1,45
Vliegen,ErrorEvent,1,55
Vliegen,DoubleEvent,1,3
Vliegen,AceEvent,1,11
Kendrick,WinEvent,1,32
Kendrick,ErrorEvent,1,43
Kendrick,DoubleEvent,1,6
Kendrick,AceEvent,1,7
Gaudio,WinEvent,1,14
Gaudio,ErrorEvent,1,33
Gaudio,DoubleEvent,1,9
Gaudio,AceEvent,1,5
Horna,WinEvent,1,70
Horna,ErrorEvent,1,20
Horna,DoubleEvent,1,8
Horna,AceEvent,1,7
Montanes,WinEvent,1,28
Montanes,ErrorEvent,1,23
Montanes,DoubleEvent,1,3
Montanes,AceEvent,1,5
Mathieu,WinEvent,1,35
Mathieu,ErrorEvent,1,44
Mathieu,DoubleEvent,1,4
Mathieu,AceEvent,1,5
Russell,WinEvent,1,33
Russell,ErrorEvent,1,38
Russell,DoubleEvent,1,1
Russell,AceEvent,1,6
Hanescu,WinEvent,1,32
Hanescu,ErrorEvent,1,31
Hanescu,DoubleEvent,1,0
Hanescu,AceEvent,1,4
Benneteau,WinEvent,1,52
Benneteau,ErrorEvent,1,80
Benneteau,DoubleEvent,1,18
Benneteau,AceEvent,1,3
Soderling,WinEvent,1,45
Soderling,ErrorEvent,1,56
Soderling,DoubleEvent,1,9
Soderling,AceEvent,1,11
Starace,WinEvent,1,33
Starace,ErrorEvent,1,31
Starace,DoubleEvent,1,2
Starace,AceEvent,1,1
Lee,WinEvent,1,14
Lee,ErrorEvent,1,26
Lee,DoubleEvent,1,3
Lee,AceEvent,1,4
Tipsarevic,WinEvent,1,53
Tipsarevic,ErrorEvent,1,46
Tipsarevic,DoubleEvent,1,12
Tipsarevic,AceEvent,1,14
Waske,WinEvent,1,36
Waske,ErrorEvent,1,33
Waske,DoubleEvent,1,7
Waske,AceEvent,1,24
Kunitsyn,WinEvent,1,37
Kunitsyn,ErrorEvent,1,32
Kunitsyn,DoubleEvent,1,4
Kunitsyn,AceEvent,1,3
Cilic,WinEvent,1,20
Cilic,ErrorEvent,1,41
Cilic,DoubleEvent,1,6
Cilic,AceEvent,1,6
Almagro,WinEvent,1,53
Almagro,ErrorEvent,1,68
Almagro,DoubleEvent,1,9
Almagro,AceEvent,1,19
Roitman,WinEvent,1,19
Roitman,ErrorEvent,1,33
Roitman,DoubleEvent,1,2
Roitman,AceEvent,1,2
Kim,WinEvent,1,31
Kim,ErrorEvent,1,29
Kim,DoubleEvent,1,1
Kim,AceEvent,1,2
Mauro,WinEvent,1,19
Mauro,ErrorEvent,1,34
Mauro,DoubleEvent,1,4
Mauro,AceEvent,1,5
Malisse,WinEvent,1,42
Malisse,ErrorEvent,1,49
Malisse,DoubleEvent,1,2
Malisse,AceEvent,1,14
Andreev,WinEvent,1,26
Andreev,ErrorEvent,1,37
Andreev,DoubleEvent,1,4
Andreev,AceEvent,1,1
Koubek,WinEvent,1,52
Koubek,ErrorEvent,1,24
Koubek,DoubleEvent,1,6
Koubek,AceEvent,1,4
Patience,WinEvent,1,31
Patience,ErrorEvent,1,42
Patience,DoubleEvent,1,6
Patience,AceEvent,1,4
Monaco,WinEvent,1,23
Monaco,ErrorEvent,1,44
Monaco,DoubleEvent,1,5
Monaco,AceEvent,1,3
Chiudinelli,WinEvent,1,34
Chiudinelli,ErrorEvent,1,60
Chiudinelli,DoubleEvent,1,2
Chiudinelli,AceEvent,1,7
Vanek,WinEvent,1,37
Vanek,ErrorEvent,1,69
Vanek,DoubleEvent,1,8
Vanek,AceEvent,1,10
Becker,WinEvent,1,55
Becker,ErrorEvent,1,62
Becker,DoubleEvent,1,6
Becker,AceEvent,1,14
Calleri,WinEvent,1,59
Calleri,ErrorEvent,1,48
Calleri,DoubleEvent,1,12
Calleri,AceEvent,1,12
Arguello,WinEvent,1,30
Arguello,ErrorEvent,1,52
Arguello,DoubleEvent,1,4
Arguello,AceEvent,1,7
Soeda,WinEvent,1,17
Soeda,ErrorEvent,1,28
Soeda,DoubleEvent,1,5
Soeda,AceEvent,1,0
Wilson,WinEvent,1,52
Wilson,ErrorEvent,1,35
Wilson,DoubleEvent,1,3
Wilson,AceEvent,1,13
Karlovic,WinEvent,1,47
Karlovic,ErrorEvent,1,29
Karlovic,DoubleEvent,1,3
Karlovic,AceEvent,1,27
Greul,WinEvent,1,16
Greul,ErrorEvent,1,38
Greul,DoubleEvent,1,3
Greul,AceEvent,1,1
Pless,WinEvent,1,32
Pless,ErrorEvent,1,55
Pless,DoubleEvent,1,4
Pless,AceEvent,1,6
Schuettler,WinEvent,1,21
Schuettler,ErrorEvent,1,36
Schuettler,DoubleEvent,1,6
Schuettler,AceEvent,1,2
Tsonga,WinEvent,1,62
Tsonga,ErrorEvent,1,46
Tsonga,DoubleEvent,1,5
Tsonga,AceEvent,1,16
Phau,WinEvent,1,16
Phau,ErrorEvent,1,32
Phau,DoubleEvent,1,3
Phau,AceEvent,1,3
Hajek,WinEvent,1,0
Hajek,ErrorEvent,1,3
Hajek,DoubleEvent,1,0
Hajek,AceEvent,1,1
Massu,WinEvent,1,11
Massu,ErrorEvent,1,20
Massu,DoubleEvent,1,4
Massu,AceEvent,1,1
Jones,WinEvent,1,45
Jones,ErrorEvent,1,60
Jones,DoubleEvent,1,6
Jones,AceEvent,1,5
Gabashvili,WinEvent,1,76
Gabashvili,ErrorEvent,1,64
Gabashvili,DoubleEvent,1,11
Gabashvili,AceEvent,1,13
Ljubicic,WinEvent,1,54
Ljubicic,ErrorEvent,1,31
Ljubicic,DoubleEvent,1,2
Ljubicic,AceEvent,1,28
Llodra,WinEvent,1,15
Llodra,ErrorEvent,1,21
Llodra,DoubleEvent,1,1
Llodra,AceEvent,1,1
Devilder,WinEvent,1,21
Devilder,ErrorEvent,1,25
Devilder,DoubleEvent,1,2
Devilder,AceEvent,1,7
Acasuso,WinEvent,1,44
Acasuso,ErrorEvent,1,42
Acasuso,DoubleEvent,1,3
Acasuso,AceEvent,1,13
Bracciali,WinEvent,1,55
Bracciali,ErrorEvent,1,76
Bracciali,DoubleEvent,1,1
Bracciali,AceEvent,1,11
Simon,WinEvent,1,16
Simon,ErrorEvent,1,30
Simon,DoubleEvent,1,6
Simon,AceEvent,1,1
Srichaphan,WinEvent,1,22
Srichaphan,ErrorEvent,1,55
Srichaphan,DoubleEvent,1,8
Srichaphan,AceEvent,1,0
Johansson,WinEvent,1,3
Johansson,ErrorEvent,1,0
Johansson,DoubleEvent,1,1
Johansson,AceEvent,1,0
Volandri,WinEvent,1,43
Volandri,ErrorEvent,1,34
Volandri,DoubleEvent,1,3
Volandri,AceEvent,1,3
Ramirez-Hidalgo,WinEvent,1,24
Ramirez-Hidalgo,ErrorEvent,1,32
Ramirez-Hidalgo,DoubleEvent,1,8
Ramirez-Hidalgo,AceEvent,1,4
