player_name,type,matches,events
Djokovic,WinEvent,7,276
Djokovic,ErrorEvent,7,253
Djokovic,DoubleEvent,7,15
Djokovic,AceEvent,7,58
Nadal,WinEvent,7,262
Nadal,ErrorEvent,7,199
Nadal,DoubleEvent,7,12
Nadal,AceEvent,7,37
Murray,WinEvent,6,228
Murray,ErrorEvent,6,198
Murray,DoubleEvent,6,22
Murray,AceEvent,6,40
Federer,WinEvent,5,227
Federer,ErrorEvent,5,159
Federer,DoubleEvent,5,11
Federer,AceEvent,5,52
Ferrer,WinEvent,5,148
Ferrer,ErrorEvent,5,146
Ferrer,DoubleEvent,5,14
Ferrer,AceEvent,5,16
Nishikori,WinEvent,5,190
Nishikori,ErrorEvent,5,181
Nishikori,DoubleEvent,5,14
Nishikori,AceEvent,5,15
Potro,WinEvent,5,144
Potro,ErrorEvent,5,128
Potro,DoubleEvent,5,16
Potro,AceEvent,5,45
Berdych,WinEvent,5,271
Berdych,ErrorEvent,5,204
Berdych,DoubleEvent,5,22
Berdych,AceEvent,5,87
Hewitt,WinEvent,4,120
Hewitt,ErrorEvent,4,129
Hewitt,DoubleEvent,4,17
Hewitt,AceEvent,4,29
Gasquet,WinEvent,4,126
Gasquet,ErrorEvent,4,90
Gasquet,DoubleEvent,4,7
Gasquet,AceEvent,4,22
Kukushkin,WinEvent,4,119
Kukushkin,ErrorEvent,4,155
Kukushkin,DoubleEvent,4,5
Kukushkin,AceEvent,4,15
Tsonga,WinEvent,4,183
Tsonga,ErrorEvent,4,179
Tsonga,DoubleEvent,4,12
Tsonga,AceEvent,4,45
Kohlschreiber,WinEvent,4,129
Kohlschreiber,ErrorEvent,4,130
Kohlschreiber,DoubleEvent,4,6
Kohlschreiber,AceEvent,4,17
Tomic,WinEvent,4,128
Tomic,ErrorEvent,4,182
Tomic,DoubleEvent,4,8
Tomic,AceEvent,4,26
Almagro,WinEvent,4,168
Almagro,ErrorEvent,4,118
Almagro,DoubleEvent,4,8
Almagro,AceEvent,4,46
Lopez,WinEvent,4,123
Lopez,ErrorEvent,4,122
Lopez,DoubleEvent,4,29
Lopez,AceEvent,4,40
Mahut,WinEvent,3,80
Mahut,ErrorEvent,3,95
Mahut,DoubleEvent,3,11
Mahut,AceEvent,3,15
Raonic,WinEvent,3,118
Raonic,ErrorEvent,3,96
Raonic,DoubleEvent,3,16
Raonic,AceEvent,3,53
Tipsarevic,WinEvent,3,94
Tipsarevic,ErrorEvent,3,68
Tipsarevic,DoubleEvent,3,8
Tipsarevic,AceEvent,3,44
Chela,WinEvent,3,63
Chela,ErrorEvent,3,84
Chela,DoubleEvent,3,5
Chela,AceEvent,3,7
Llodra,WinEvent,3,41
Llodra,ErrorEvent,3,33
Llodra,DoubleEvent,3,13
Llodra,AceEvent,3,25
Monfils,WinEvent,3,109
Monfils,ErrorEvent,3,123
Monfils,DoubleEvent,3,22
Monfils,AceEvent,3,24
Benneteau,WinEvent,3,118
Benneteau,ErrorEvent,3,109
Benneteau,DoubleEvent,3,12
Benneteau,AceEvent,3,19
Gil,WinEvent,3,19
Gil,ErrorEvent,3,20
Gil,DoubleEvent,3,1
Gil,AceEvent,3,6
Falla,WinEvent,3,57
Falla,ErrorEvent,3,74
Falla,DoubleEvent,3,5
Falla,AceEvent,3,11
Lu,WinEvent,3,29
Lu,ErrorEvent,3,46
Lu,DoubleEvent,3,9
Lu,AceEvent,3,17
Dolgopolov,WinEvent,3,187
Dolgopolov,ErrorEvent,3,185
Dolgopolov,DoubleEvent,3,8
Dolgopolov,AceEvent,3,53
Karlovic,WinEvent,3,84
Karlovic,ErrorEvent,3,40
Karlovic,DoubleEvent,3,8
Karlovic,AceEvent,3,59
Anderson,WinEvent,3,61
Anderson,ErrorEvent,3,48
Anderson,DoubleEvent,3,13
Anderson,AceEvent,3,36
Wawrinka,WinEvent,3,95
Wawrinka,ErrorEvent,3,136
Wawrinka,DoubleEvent,3,10
Wawrinka,AceEvent,3,10
Isner,WinEvent,3,192
Isner,ErrorEvent,3,162
Isner,DoubleEvent,3,9
Isner,AceEvent,3,92
Lacko,WinEvent,3,89
Lacko,ErrorEvent,3,72
Lacko,DoubleEvent,3,8
Lacko,AceEvent,3,44
Giraldo,WinEvent,2,13
Giraldo,ErrorEvent,2,40
Giraldo,DoubleEvent,2,4
Giraldo,AceEvent,2,3
Ito,WinEvent,2,83
Ito,ErrorEvent,2,82
Ito,DoubleEvent,2,8
Ito,AceEvent,2,14
Petzschner,WinEvent,2,48
Petzschner,ErrorEvent,2,46
Petzschner,DoubleEvent,2,6
Petzschner,AceEvent,2,20
Roddick,WinEvent,2,63
Roddick,ErrorEvent,2,42
Roddick,DoubleEvent,2,3
Roddick,AceEvent,2,22
Duckworth,WinEvent,2,69
Duckworth,ErrorEvent,2,77
Duckworth,DoubleEvent,2,9
Duckworth,AceEvent,2,21
Golubev,WinEvent,2,39
Golubev,ErrorEvent,2,37
Golubev,DoubleEvent,2,15
Golubev,AceEvent,2,16
Andujar,WinEvent,2,37
Andujar,ErrorEvent,2,66
Andujar,DoubleEvent,2,10
Andujar,AceEvent,2,4
Sweeting,WinEvent,2,56
Sweeting,ErrorEvent,2,78
Sweeting,DoubleEvent,2,14
Sweeting,AceEvent,2,13
Roger-Vasselin,WinEvent,2,35
Roger-Vasselin,ErrorEvent,2,33
Roger-Vasselin,DoubleEvent,2,2
Roger-Vasselin,AceEvent,2,8
Bogomolov,WinEvent,2,4
Bogomolov,ErrorEvent,2,6
Bogomolov,DoubleEvent,2,6
Bogomolov,AceEvent,2,4
Troicki,WinEvent,2,59
Troicki,ErrorEvent,2,67
Troicki,DoubleEvent,2,5
Troicki,AceEvent,2,34
Bellucci,WinEvent,2,39
Bellucci,ErrorEvent,2,57
Bellucci,DoubleEvent,2,6
Bellucci,AceEvent,2,11
Simon,WinEvent,2,108
Simon,ErrorEvent,2,91
Simon,DoubleEvent,2,5
Simon,AceEvent,2,17
Ebden,WinEvent,2,65
Ebden,ErrorEvent,2,86
Ebden,DoubleEvent,2,5
Ebden,AceEvent,2,16
Granollers,WinEvent,2,31
Granollers,ErrorEvent,2,10
Granollers,DoubleEvent,2,10
Granollers,AceEvent,2,31
Mello,WinEvent,2,21
Mello,ErrorEvent,2,23
Mello,DoubleEvent,2,11
Mello,AceEvent,2,5
Fish,WinEvent,2,65
Fish,ErrorEvent,2,70
Fish,DoubleEvent,2,2
Fish,AceEvent,2,16
Riba,WinEvent,2,21
Riba,ErrorEvent,2,21
Riba,DoubleEvent,2,5
Riba,AceEvent,2,16
Serra,WinEvent,2,10
Serra,ErrorEvent,2,5
Serra,DoubleEvent,2,5
Serra,AceEvent,2,10
Kavcic,WinEvent,2,24
Kavcic,ErrorEvent,2,43
Kavcic,DoubleEvent,2,14
Kavcic,AceEvent,2,5
Kamke,WinEvent,2,31
Kamke,ErrorEvent,2,66
Kamke,DoubleEvent,2,12
Kamke,AceEvent,2,3
Querrey,WinEvent,2,64
Querrey,ErrorEvent,2,54
Querrey,DoubleEvent,2,11
Querrey,AceEvent,2,34
Berlocq,WinEvent,2,10
Berlocq,ErrorEvent,2,5
Berlocq,DoubleEvent,2,5
Berlocq,AceEvent,2,10
Rochus,WinEvent,2,17
Rochus,ErrorEvent,2,20
Rochus,DoubleEvent,2,1
Rochus,AceEvent,2,8
Stakhovsky,WinEvent,2,23
Stakhovsky,ErrorEvent,2,13
Stakhovsky,DoubleEvent,2,13
Stakhovsky,AceEvent,2,23
Baghdatis,WinEvent,2,57
Baghdatis,ErrorEvent,2,82
Baghdatis,DoubleEvent,2,9
Baghdatis,AceEvent,2,19
Dimitrov,WinEvent,2,90
Dimitrov,ErrorEvent,2,89
Dimitrov,DoubleEvent,2,11
Dimitrov,AceEvent,2,25
Nalbandian,WinEvent,2,85
Nalbandian,ErrorEvent,2,52
Nalbandian,DoubleEvent,2,5
Nalbandian,AceEvent,2,10
Cipolla,WinEvent,2,34
Cipolla,ErrorEvent,2,42
Cipolla,DoubleEvent,2,8
Cipolla,AceEvent,2,2
Young,WinEvent,2,32
Young,ErrorEvent,2,44
Young,DoubleEvent,2,9
Young,AceEvent,2,7
Haas,WinEvent,2,50
Haas,ErrorEvent,2,39
Haas,DoubleEvent,2,5
Haas,AceEvent,2,28
Lorenzi,WinEvent,1,10
Lorenzi,ErrorEvent,1,30
Lorenzi,DoubleEvent,1,5
Lorenzi,AceEvent,1,0
Viola,WinEvent,1,2
Viola,ErrorEvent,1,4
Viola,DoubleEvent,1,4
Viola,AceEvent,1,2
Starace,WinEvent,1,29
Starace,ErrorEvent,1,32
Starace,DoubleEvent,1,3
Starace,AceEvent,1,9
Stepanek,WinEvent,1,38
Stepanek,ErrorEvent,1,22
Stepanek,DoubleEvent,1,3
Stepanek,AceEvent,1,3
Volandri,WinEvent,1,0
Volandri,ErrorEvent,1,5
Volandri,DoubleEvent,1,5
Volandri,AceEvent,1,0
Rosol,WinEvent,1,7
Rosol,ErrorEvent,1,5
Rosol,DoubleEvent,1,5
Rosol,AceEvent,1,7
Stebe,WinEvent,1,59
Stebe,ErrorEvent,1,64
Stebe,DoubleEvent,1,6
Stebe,AceEvent,1,13
Haase,WinEvent,1,30
Haase,ErrorEvent,1,32
Haase,DoubleEvent,1,6
Haase,AceEvent,1,7
Tursunov,WinEvent,1,9
Tursunov,ErrorEvent,1,5
Tursunov,DoubleEvent,1,5
Tursunov,AceEvent,1,9
Zopp,WinEvent,1,19
Zopp,ErrorEvent,1,33
Zopp,DoubleEvent,1,4
Zopp,AceEvent,1,6
Youzhny,WinEvent,1,7
Youzhny,ErrorEvent,1,6
Youzhny,DoubleEvent,1,6
Youzhny,AceEvent,1,7
Seppi,WinEvent,1,31
Seppi,ErrorEvent,1,44
Seppi,DoubleEvent,1,6
Seppi,AceEvent,1,8
Russell,WinEvent,1,48
Russell,ErrorEvent,1,72
Russell,DoubleEvent,1,7
Russell,AceEvent,1,3
Kunitsyn,WinEvent,1,1
Kunitsyn,ErrorEvent,1,3
Kunitsyn,DoubleEvent,1,3
Kunitsyn,AceEvent,1,1
Bachinger,WinEvent,1,4
Bachinger,ErrorEvent,1,4
Bachinger,DoubleEvent,1,4
Bachinger,AceEvent,1,4
Machado,WinEvent,1,20
Machado,ErrorEvent,1,52
Machado,DoubleEvent,1,4
Machado,AceEvent,1,0
Harrison,WinEvent,1,47
