player_name,type,matches,events
Warburg,AceEvent,2,7
Serra,WinEvent,2,16
Serra,ErrorEvent,2,26
Serra,DoubleEvent,2,5
Serra,AceEvent,2,2
Vliegen,WinEvent,2,0
Vliegen,ErrorEvent,2,0
Vliegen,DoubleEvent,2,4
Vliegen,AceEvent,2,14
Berrer,WinEvent,2,72
Berrer,ErrorEvent,2,98
Berrer,DoubleEvent,2,17
Berrer,AceEvent,2,13
Korolev,WinEvent,2,21
Korolev,ErrorEvent,2,33
Korolev,DoubleEvent,2,6
Korolev,AceEvent,2,6
Lopez,WinEvent,2,15
Lopez,ErrorEvent,2,30
Lopez,DoubleEvent,2,11
Lopez,AceEvent,2,31
Seppi,WinEvent,2,37
Seppi,ErrorEvent,2,58
Seppi,DoubleEvent,2,4
Seppi,AceEvent,2,13
Schuettler,WinEvent,2,30
Schuettler,ErrorEvent,2,37
Schuettler,DoubleEvent,2,6
Schuettler,AceEvent,2,5
Calleri,WinEvent,2,0
Calleri,ErrorEvent,2,0
Calleri,DoubleEvent,2,8
Calleri,AceEvent,2,22
Robredo,WinEvent,2,96
Robredo,ErrorEvent,2,56
Robredo,DoubleEvent,2,12
Robredo,AceEvent,2,5
Levine,WinEvent,2,33
Levine,ErrorEvent,2,58
Levine,DoubleEvent,2,9
Levine,AceEvent,2,10
Almagro,WinEvent,1,0
Almagro,ErrorEvent,1,0
Almagro,DoubleEvent,1,5
Almagro,AceEvent,1,10
Montanes,WinEvent,1,0
Montanes,ErrorEvent,1,0
Montanes,DoubleEvent,1,9
Montanes,AceEvent,1,5
Becker,WinEvent,1,17
Becker,ErrorEvent,1,23
Becker,DoubleEvent,1,2
Becker,AceEvent,1,7
Ram,WinEvent,1,0
Ram,ErrorEvent,1,0
Ram,DoubleEvent,1,3
Ram,AceEvent,1,12
Sirianni,WinEvent,1,50
Sirianni,ErrorEvent,1,61
Sirianni,DoubleEvent,1,5
Sirianni,AceEvent,1,11
Guccione,WinEvent,1,42
Guccione,ErrorEvent,1,19
Guccione,DoubleEvent,1,2
Guccione,AceEvent,1,16
Volandri,WinEvent,1,0
Volandri,ErrorEvent,1,0
Volandri,DoubleEvent,1,5
Volandri,AceEvent,1,0
Vanek,WinEvent,1,0
Vanek,ErrorEvent,1,0
Vanek,DoubleEvent,1,3
Vanek,AceEvent,1,8
Ascione,WinEvent,1,0
Ascione,ErrorEvent,1,0
Ascione,DoubleEvent,1,5
Ascione,AceEvent,1,2
Ventura,WinEvent,1,0
Ventura,ErrorEvent,1,0
Ventura,DoubleEvent,1,6
Ventura,AceEvent,1,8
Zabaleta,WinEvent,1,40
Zabaleta,ErrorEvent,1,42
Zabaleta,DoubleEvent,1,8
Zabaleta,AceEvent,1,13
Stepanek,WinEvent,1,0
Stepanek,ErrorEvent,1,0
Stepanek,DoubleEvent,1,1
Stepanek,AceEvent,1,8
Johansson,WinEvent,1,36
Johansson,ErrorEvent,1,47
Johansson,DoubleEvent,1,5
Johansson,AceEvent,1,7
Rochus,WinEvent,1,0
Rochus,ErrorEvent,1,0
Rochus,DoubleEvent,1,4
Rochus,AceEvent,1,2
Smeets,WinEvent,1,19
Smeets,ErrorEvent,1,41
Smeets,DoubleEvent,1,5
Smeets,AceEvent,1,6
Gulbis,WinEvent,1,28
Gulbis,ErrorEvent,1,43
Gulbis,DoubleEvent,1,6
Gulbis,AceEvent,1,8
Ljubicic,WinEvent,1,0
Ljubicic,ErrorEvent,1,0
Ljubicic,DoubleEvent,1,4
Ljubicic,AceEvent,1,16
Isner,WinEvent,1,0
Isner,ErrorEvent,1,0
Isner,DoubleEvent,1,6
Isner,AceEvent,1,11
Minar,WinEvent,1,0
Minar,ErrorEvent,1,0
Minar,DoubleEvent,1,2
Minar,AceEvent,1,3
Eschauer,WinEvent,1,0
Eschauer,ErrorEvent,1,0
Eschauer,DoubleEvent,1,5
Eschauer,AceEvent,1,9
Lacko,WinEvent,1,0
Lacko,ErrorEvent,1,0
Lacko,DoubleEvent,1,7
Lacko,AceEvent,1,8
Roger-Vasselin,WinEvent,1,15
Roger-Vasselin,ErrorEvent,1,34
Roger-Vasselin,DoubleEvent,1,2
Roger-Vasselin,AceEvent,1,2
Roitman,WinEvent,1,0
Roitman,ErrorEvent,1,0
Roitman,DoubleEvent,1,6
Roitman,AceEvent,1,7
Darcis,WinEvent,1,10
Darcis,ErrorEvent,1,21
Darcis,DoubleEvent,1,0
Darcis,AceEvent,1,1
Economidis,WinEvent,1,16
Economidis,ErrorEvent,1,30
Economidis,DoubleEvent,1,4
Economidis,AceEvent,1,2
Hartfield,WinEvent,1,11
Hartfield,ErrorEvent,1,20
Hartfield,DoubleEvent,1,1
Hartfield,AceEvent,1,3
Berlocq,WinEvent,1,29
Berlocq,ErrorEvent,1,41
Berlocq,DoubleEvent,1,7
Berlocq,AceEvent,1,7
Massu,WinEvent,1,18
Massu,ErrorEvent,1,21
Massu,DoubleEvent,1,3
Massu,AceEvent,1,6
Fognini,WinEvent,1,0
Fognini,ErrorEvent,1,0
Fognini,DoubleEvent,1,9
Fognini,AceEvent,1,6
Malisse,WinEvent,1,0
Malisse,ErrorEvent,1,0
Malisse,DoubleEvent,1,4
Malisse,AceEvent,1,11
Kiefer,WinEvent,1,21
Kiefer,ErrorEvent,1,34
Kiefer,DoubleEvent,1,5
Kiefer,AceEvent,1,6
Kendrick,WinEvent,1,0
Kendrick,ErrorEvent,1,0
Kendrick,DoubleEvent,1,2
Kendrick,AceEvent,1,6
Karanusic,WinEvent,1,0
Karanusic,ErrorEvent,1,0
Karanusic,DoubleEvent,1,1
Karanusic,AceEvent,1,6
Llodra,WinEvent,1,24
Llodra,ErrorEvent,1,44
Llodra,DoubleEvent,1,4
Llodra,AceEvent,1,4
Odesnik,WinEvent,1,0
Odesnik,ErrorEvent,1,0
Odesnik,DoubleEvent,1,3
Odesnik,AceEvent,1,6
Slanar,WinEvent,1,0
Slanar,ErrorEvent,1,0
Slanar,DoubleEvent,1,4
Slanar,AceEvent,1,3
Dancevic,WinEvent,1,0
Dancevic,ErrorEvent,1,0
Dancevic,DoubleEvent,1,1
Dancevic,AceEvent,1,13
Acasuso,WinEvent,1,0
Acasuso,ErrorEvent,1,0
Acasuso,DoubleEvent,1,7
Acasuso,AceEvent,1,14
Lu,WinEvent,1,0
Lu,ErrorEvent,1,0
Lu,DoubleEvent,1,5
Lu,AceEvent,1,3
Pashanski,WinEvent,1,0
Pashanski,ErrorEvent,1,0
Pashanski,DoubleEvent,1,5
Pashanski,AceEvent,1,1
Baker,WinEvent,1,0
Baker,ErrorEvent,1,0
Baker,DoubleEvent,1,2
Baker,AceEvent,1,6
Mayer,WinEvent,1,0
Mayer,ErrorEvent,1,0
Mayer,DoubleEvent,1,3
Mayer,AceEvent,1,8
Troicki,WinEvent,1,40
Troicki,ErrorEvent,1,41
Troicki,DoubleEvent,1,2
Troicki,AceEvent,1,14
Moya,WinEvent,1,40
Moya,ErrorEvent,1,61
Moya,DoubleEvent,1,5
Moya,AceEvent,1,7
Levy,WinEvent,1,0
Levy,ErrorEvent,1,0
Levy,DoubleEvent,1,3
Levy,AceEvent,1,0
Reynolds,WinEvent,1,0
Reynolds,ErrorEvent,1,0
Reynolds,DoubleEvent,1,2
Reynolds,AceEvent,1,11
Anderson,WinEvent,1,0
Anderson,ErrorEvent,1,0
Anderson,DoubleEvent,1,8
Anderson,AceEvent,1,13
Chela,WinEvent,1,0
Chela,ErrorEvent,1,0
Chela,DoubleEvent,1,8
Chela,AceEvent,1,2
Granollers,WinEvent,1,0
Granollers,ErrorEvent,1,0
Granollers,DoubleEvent,1,7
Granollers,AceEvent,1,1
Murray,WinEvent,1,38
Murray,ErrorEvent,1,27
Murray,DoubleEvent,1,3
Murray,AceEvent,1,7
Hanescu,WinEvent,1,0
Hanescu,ErrorEvent,1,0
Hanescu,DoubleEvent,1,2
Hanescu,AceEvent,1,1
Horna,WinEvent,1,0
Horna,ErrorEvent,1,0
Horna,DoubleEvent,1,3
Horna,AceEvent,1,14
Clement,WinEvent,1,27
Clement,ErrorEvent,1,51
Clement,DoubleEvent,1,4
Clement,AceEvent,1,3
Patience,WinEvent,1,0
Patience,ErrorEvent,1,0
Patience,DoubleEvent,1,2
Patience,AceEvent,1,4
Brzezicki,WinEvent,1,0
Brzezicki,ErrorEvent,1,0
Brzezicki,DoubleEvent,1,4
Brzezicki,AceEvent,1,7
Young,WinEvent,1,49
Young,ErrorEvent,1,67
Young,DoubleEvent,1,8
Young,AceEvent,1,4
Montcourt,WinEvent,1,16
Montcourt,ErrorEvent,1,38
Montcourt,DoubleEvent,1,5
Montcourt,AceEvent,1,1
Arguello,WinEvent,1,0
Arguello,ErrorEvent,1,0
Arguello,DoubleEvent,1,5
Arguello,AceEvent,1,1
Lindahl,WinEvent,1,29
Lindahl,ErrorEvent,1,37
Lindahl,DoubleEvent,1,5
Lindahl,AceEvent,1,7
Pavel,WinEvent,1,0
Pavel,ErrorEvent,1,0
Pavel,DoubleEvent,1,1
Pavel,AceEvent,1,3
Dlouhy,WinEvent,1,33
Dlouhy,ErrorEvent,1,44
Dlouhy,DoubleEvent,1,12
Dlouhy,AceEvent,1,7
Klein,WinEvent,1,40
Klein,ErrorEvent,1,45
Klein,DoubleEvent,1,7
Klein,AceEvent,1,4
Zverev,WinEvent,1,66
Zverev,ErrorEvent,1,34
Zverev,DoubleEvent,1,1
Zverev,AceEvent,1,2
